Title,Author,Year,Longitude,Latitude,Pages,Num Pages,DOI,Volume,Issue,Publisher
Biology and ecology of coral mucus release,"Bythell, J. C., Wild, C. ",2011,8.84598,53.106758,,88-93,10.1016/j.jembe.2011.07.028,408,2,Journal of Experimental Marine Biology and Ecology 
Lipids in the sedimentary record as markers of the sources and deposition of organic matter in a tropical Brazilian estuarine–lagoon system,"Carreira, R. S., Araújo, M. P., Costa, T. L. F., Spörl, G., Knoppers, B. A. ",2011,-51.92528,-14.235004,,1-11,10.1016/j.marchem.2011.07.002,127,,Marine Chemistry 
"Anthropogenic organic contaminants in water, sediments and benthic organisms of the mangrove-fringed Segara Anakan Lagoon, Java, Indonesia. ","Dsikowitzky, L., Nordhaus, I., Jennerjahn, T., Khrycheva, P., Sivatharshan, Y., Yuwono, E., Schwarzbauer, J. ",2011,110.712246,-7.614529,,851-862,10.1016/j.marpolbul.2011.02.023,62,4,Marine Pollution Bulletin 
Capacity building to achieve sustainable fisheries management in Mexico,"Espinoza-Tenorio, A., Espejel, I., Wolff, M. ",2011,-102.552784,23.634501,,731-741,10.1016/j.ocecoaman.2011.07.001,54,,Ocean and Coastal Management 
Contextual factors influencing sustainable fisheries in Mexico,"Espinoza-Tenorio, A., Espejel, I., Wolff, M., Zepeda-Domínguez, J. A. ",2011,-102.552784,23.634501,,343-350. ,10.1016/j.marpol.2010.10.014,35,,Marine Policy 
What model suits ecosystem-based fisheries management? A plea for a structured modeling process,"Espinoza-Tenorio, A., Wolff, M., Taylor, M. H., Espejel, I",2011,8.84598,53.106758,,81-94,10.1007/s11160-011-9224-8,22,1,Reviews in Fish Biology and Fisheries 
Simulating harvesting scenarios towards the sustainable use of mangrove forest plantations. ,"Fontalvo-Herazo, M.L., Piou, C., Vogt, J., Saint-Paul, U., Berger, U. ",2011,100.635997,4.840397,,397-407. ,10.1007/s11273-011-9224-4,19,5,Wetlands Ecology and Management 
Succession patterns in algal turf vegetation on a Caribbean coral reef,"Fricke, A., Teichberg, M., Beilfuss, S., Bischof, K. ",2011,-69.944193,12.44445,,111-126,10.1515/BOT.2011.021,54,,Botanica Marina 
Effects of UV radiation on the structure of Arctic macrobenthic communities,"Fricke, A., Molis, M., Wiencke, C., Valdivia, N., Chapman, A. S. ",2011,6.222116,62.47069,,995-1009,10.1007/s00300-011-0959-4,34,7,Polar Biology 
Depth-related variation in epiphytic communities growing on the brown alga Lobophora variegata in a Caribbean coral reef,"Fricke, A., Titlyanova, T. V., Nugues, M M., Bischof, K. ",2011,-68.99002,12.16957,,967-973,10.1007/s00338-011-0772-0,30,,Coral Reefs 
Governance issues in the ecosystem approach: what lessons from the Forest Stewardship Council? ,"Garrelts, H., Flitner, M. ",2011,8.84598,53.106758,,395-405,10.1007/s10342-009-0350-y,130,3,European Journal of Forest Research 
Utilization of carbon sources in a northern Brazilian mangrove ecosystem,"Giarrizzo, T., Schwamborn, R., Saint-Paul, U. ",2011,-47.88226,-0.81372,,447-457. ,10.1016/j.ecss.2011.10.018,95,4,Estuarine Coastal and Shelf Science 
"People, Fish and Coral Reefs in Indonesia","Glaeser, B., Glaser, M. ",2011,113.921327,-0.789275,,139-141,,20,2,A Contribution to Social-Ecological Research
"Lipids and fatty acids as indicators of egg condition, larval feeding and maternal effects in Cape hakes (Merluccius paradoxus and M. capensis","Grote, B., Hagen, W., Lipinski, M. R., Verheye, H. M., Stenevik, E. K., Ekau, W. ",2011,22.937506,-30.559482,,1005-1017,10.1007/s00227-011-1626-6,158,5,Marine Biology 
 Nitrogen transfers and sea-air N2O fluxes in the upwelling off Namibia within the oxygen minimum zone: a 3-D model approach,"Gutknecht, E., Dadou, I., Le Vu, B., Marchesiello, P., Cambon, G., Sudre, J., Garcon, V., Machu, E., Rixen, T., Kock, A., Flohr, A., Paulmier, A., Lavik, G. ",2011,18.49041,-22.95764,,3537-3618,10.5194/bgd-8-3537-2011.,8,2,Biogeosciences Discussions 
A Management Perspective on Social-ecological systems - A generic system model and its application to a case study from Peru,"Halliday, A., Glaser, M. ",2011,-75.015152,-9.189967,,1-18,,18,1,Human Ecology Review 
"Typhoon-induced precipitation impact on nutrient and suspended matter dynamics of a tropical estuary affected by human activities in Hainan, China","Herbeck, L.S., Unger, D., Krumme, U., Liu, S.M., Jennerjahn, T.C. ",2011,109.949686,19.566395,,375-388,10.1016/j.ecss.2011.05.004.,93,4,Estuarine Coastal and Shelf Science 
Desynchronising effects of lightning strike disturbances on cycling forest dynamics in mangrove plantations. ,"Kautz, M., Berger, U., Stoyan, D., Vogt, J., Islam Khan, N., Diele, K., Saint-Paul, U., Triet, T., Ngoc Nam, V. ",2011,106.629664,10.823099,,173-181,10.1016/j.aquabot.2011.05.005,95,,Aquatic Botany 
"Interannual variability of population structure, age, and growth of jumbo squid (Dosidicus gigas) assessed by modal progression analysis","Keyl, F., Argüelles, J., Tafur, R. ",2011,8.84598,53.106758,,507-518,10.1093/icesjms/fsq167,68,3,ICES Journal of Marine Science 
Triterpenols in mangrove sediments as a proxy for organic matter derived from the red mangrove (Rhizophora mangle). ,"Koch, B. P., Souza Filho, P. W. M., Behling, H., Cohen, M. C. L., Kattner, G., Rullkötter, J., Scholz-Böttcher, B., Lara, R.L. ",2011,-93.865578,41.615998,,62-73,10.1016/j.orggeochem.2010.10.007,42,,Organic geochemistry 
"Inducible defence and its modulation by environmental stress in the red alga Chondrus yenDOI: (Yamada and Mikami in Mikami, 1965) from Honshu Island, Japan","Kubicek, A., Bessho, K., Nakaoka, M., Wahl, M., Lenz, M. ",2011,138.080353,36.078628,,208-213. ,10.1016/j.jembe.2010.11.025,397,,Journal of Experimental Marine Biology and Ecology 
Vibrio cholerae in waters of the Sunderban mangrove: relationship with biogeochemical parameters and chitin in seston size fractions,"Lara, R.J., Neogi, S. B., Islam, M. S., Mahmud, Z. H., Islam, S., Paul, D., Demoz, B. B., Yamasaki, S., Nair, G. B., Kattner, G. ",2011,87.539585,13.531665,,109-119. ,10.1007/s11273-010-9204-0,19,1,Wetlands Ecology and Management 
"The impact of anthropogenic activities on nutrient dynamics in the tropical Wenchanghe and Wenjiaohe Estuary and Lagoon system in East Hainan, China","Liu, S.M., Li, R.H., Zhang, G.L., Wang, D. R., Du, J. Z., Herbeck, L.S., Zhang, J., Ren, J.L. ",2011,109.949686,19.566395,,49-68,10.1016/j.marchem.2011.02.003,125,4,Marine Chemistry 
Human induced degradation of coastal resources in Asia -Pacific and implications on management and food security,"Macusi, E.D., Katikiro, R.E., Ashoka Deepananda, K.H.M., Jimenez, L.A., Conte, A.R., Fadli, N. ",2011,8.84598,53.106758,,13-28,,9,2,Journal of Nature Studies 
Determinants of performance of community-based drinking water organizations,"Madrigal, R., Alpízar, F., Schlüter, A. ",2011,-83.753428,9.748917,,1663-1675,10.1016/j.worlddev.2011.02.011,39,9,World Development 
Top down and bottom-up regulation in a high nutrient–high herbivory coastal ecosystem. ,"Martinetto, P., Teichberg, M., Valiela, I., Montemayor, D., Iribarne, O. ",2011,-96.760106,28.354046,,69-82,10.3354/meps09173.,432,, Marine Ecology Progress Series 
"Feasibility of intertidal bottom culture of the penshell Atrina maura in Bahia Magdalena, Baja California Sur, Mexico","Mendo, T., Koch, V., Wolff, M., Sínsel, F., Ruiz-Verdugo, C. ",2011,-111.666072,26.044445,,252-260,10.1016/j.aquaculture.2011.01.044,314,,Aquaculture
Modern heterozoan carbonates from a eutrophic tropical shelf (Mauritania). ,"Michel, J., Mateu Vicens, G., Westphal, H. ",2011,8.84598,53.106758,,641-655,10.2110/jsr.2011.53,81,9,Journal of Sedimentary Research 
"The mollusk fauna of soft sediments from the tropical, upwelling-influenced shelf of Mauritania (Northwestern Africa). ","Michel, J., Westphal, H., von Cosel, R. ",2011,-10.940835,21.00789,,447-460,10.2110/palo.2010.p10-148r.,26,7,Palaios
"GeneTraMP, a spatio-temporal model of the dispersal and persistence of transgenes in feral, volunteer and crop plants of oilseed rape and related species. ","Middelhoff, U., Reuter, H., Breckling, B. ",2011,10.67452,53.87327,,974-988. ,10.1016/j.ecolind.2009.03.006,11,4,Ecological Indicators 
Global human footprint on the linkage between biodiversity and ecosystem functioning in reef fishes,"Mora, C., Aburto-Oropeza, O., Ayala Bocos, A., Ayotte, P.M., Banks, S., Bauman, A. G., Beger, A., Bessudo, S., Booth, D. J., Brokovich, E., ",2011,8.84598,53.106758,,,10.1371/journal.pbio.1000606,9,4,Plos Biology 
